Matrikkel / Org-Anr,Address,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Area name,Days since first sold,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes,Lat,Lon
5001-78/25/0/0,"Gimlevegen 20, 7033 TRONDHEIM",Selveier tomannsbolig,115,127,127,1961.0,0,545.7,2023-07-07,4400000,0.0,4400000,4,3,2023-06-28,9,Proaktiv,7033,TRONDHEIM,859,10,6,1,0,63.4022,10.4305
5001-83/77/0/37,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,70,70,2023.0,3,2713.0,2023-07-07,3945000,0.0,3945000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/5,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,33,33,2023.0,1,2713.0,2023-07-07,1995000,0.0,1995000,2,1,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/9,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,41,41,2023.0,2,2713.0,2023-07-07,2195000,0.0,2195000,2,1,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-424/132/0/15,"Lagmann Lindboes vei 24, 7020 TRONDHEIM",Selveierleilighet,0,81,81,2020.0,2,3832.0,2023-07-07,8000000,0.0,8000000,3,2,2023-07-07,0,Other,7020,TRONDHEIM,859,8,7,0,0,63.4194,10.3541
5001-83/77/0/1,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,38,38,2023.0,1,2713.0,2023-07-07,1995000,0.0,1995000,2,1,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/40,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,83,83,2023.0,3,2713.0,2023-07-07,4695000,0.0,4695000,4,3,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/11,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,70,70,2023.0,2,2713.0,2023-07-07,4125000,0.0,4125000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/4,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,50,50,2023.0,1,2713.0,2023-07-07,2595000,0.0,2595000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
948720175/525,"Waldemar Aunes veg 12 C, 7027 TRONDHEIM",Borettslagsleilighet,81,81,88,1965.0,3,88842.0,2023-07-07,3000000,220597.0,3220597,4,3,2023-05-12,56,Lokalmegleren,7027,TRONDHEIM,859,6,3,1,0,63.39,10.3634
948656043/103,"Devlesvingen 28 C, 7041 TRONDHEIM",Borettslagsleilighet,52,52,52,1971.0,1,9447.6,2023-07-07,2460000,88998.0,2548998,1,1,2023-06-29,8,Eiendomsmegler 1,7041,TRONDHEIM,859,3,3,1,0,63.4449,10.4454
5001-83/77/0/21,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,89,89,2023.0,5,2713.0,2023-07-07,7285000,0.0,7285000,4,3,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-262/78/0/0,"Klefstadbakkan 88, 7070 BOSBERG",Selveier enebolig,197,235,235,1986.0,0,888.6,2023-07-07,4400000,0.0,4400000,5,4,2023-06-20,17,Heimdal Eiendomsmegling,7070,BOSBERG,859,4,4,1,0,63.42259,10.14925
5001-424/132/0/15,"Lagmann Lindboes vei 24, 7020 TRONDHEIM",Selveierleilighet,0,81,81,2020.0,2,3832.0,2023-07-07,8000000,0.0,8000000,3,2,2023-07-07,0,Other,7020,TRONDHEIM,859,8,7,0,0,63.4194,10.3541
948722763/77,"Brundalen 25, 7058 CHARLOTTENLUND",Borettslagsleilighet,84,96,96,1972.0,2,80659.7,2023-07-07,2650000,614141.0,3264141,3,2,2023-04-25,73,Eiendomsmegler 1,7058,CHARLOTTENLUND,859,3,3,0,0,63.4239,10.4927
5001-83/77/0/33,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,70,70,2023.0,2,2713.0,2023-07-07,3745000,0.0,3745000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/16,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,70,70,2023.0,3,2713.0,2023-07-07,3695000,0.0,3695000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/22,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,41,41,2023.0,5,2713.0,2023-07-07,2495000,0.0,2495000,2,1,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
5001-83/77/0/39,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,50,50,2023.0,3,2713.0,2023-07-07,3045000,0.0,3045000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
948720175/525,"Waldemar Aunes veg 12 C, 7027 TRONDHEIM",Borettslagsleilighet,81,81,88,1965.0,3,88842.0,2023-07-07,3000000,220597.0,3220597,4,3,2023-05-12,56,Lokalmegleren,7027,TRONDHEIM,859,6,3,1,0,63.39,10.3634
5001-83/77/0/38,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,50,50,2023.0,3,2713.0,2023-07-07,2795000,0.0,2795000,3,2,2023-07-07,0,Other,7036,TRONDHEIM,859,8,7,0,0,63.3909,10.4281
891421222/18,"Ratesvingen 30 D, 7038 TRONDHEIM",Borettslagsleilighet,91,95,102,2007.0,2,4032.1,2023-07-07,2800000,1050000.0,3850000,4,3,2023-05-23,45,Eiendomsmegler 1,7038,TRONDHEIM,859,3,3,0,1,63.3864,10.401
991421408/6,"Sverresdalsveien 21 B, 7020 TRONDHEIM",Borettslagsleilighet,62,62,68,2007.0,2,1283.9,2023-07-07,2850000,504784.0,3354784,3,2,2023-06-19,18,Eiendomsmegler 1,7020,TRONDHEIM,859,3,3,1,1,63.4194,10.3541
5001-401/165/0/7,"Fjordgata 7, 7010 TRONDHEIM",Selveierleilighet,90,90,100,1905.0,4,428.3,2023-07-07,4790000,98319.0,4888319,4,2,2023-06-23,14,DNB Eiendom,7010,TRONDHEIM,859,1,7,1,0,63.435,10.3997
5001-27/222/0/18,"Væressletta 46, 7055 RANHEIM",Selveier rekkehus,115,120,130,2021.0,0,5657.0,2023-07-07,6300000,0.0,6300000,5,3,2023-03-08,121,Privatmegleren,7055,RANHEIM,859,9,5,1,0,63.43,10.5473
5001-17/923/0/119,"Grillstadfjæra 78, 7053 RANHEIM",Selveierleilighet,50,50,50,2015.0,1,14362.4,2023-07-07,3800000,0.0,3800000,2,1,2023-05-26,42,Heimdal Eiendomsmegling,7053,RANHEIM,859,4,7,1,0,63.4322,10.5095
5001-415/293/0/27,"Leksvikgata 2, 7066 TRONDHEIM",Selveierleilighet,0,42,42,2023.0,3,622.7,2023-07-07,3720000,0.0,3720000,3,2,2023-07-07,0,Other,7066,TRONDHEIM,859,8,7,0,0,63.442,10.4367
5001-522/80/0/3,"Hallsetvegen 15 E, 7540 KLÆBU",Selveierleilighet,0,66,66,2022.0,1,466.3,2023-07-07,3050000,0.0,3050000,3,2,2023-07-07,0,Other,7540,KLÆBU,859,8,7,0,0,63.2976,10.4826
5001-48/153/0/60,"Haakon Odd Christiansens veg 19, 7048 TRONDHEIM",Selveierleilighet,30,30,32,2004.0,2,7235.7,2023-07-07,2400000,0.0,2400000,2,1,2023-06-20,17,Eiendomsmegler 1,7048,TRONDHEIM,859,3,7,1,0,63.4122,10.4696
5001-323/2400/0/75,"Harald Torps veg 35, 7091 TILLER",Selveierleilighet,60,65,65,2020.0,1,6421.1,2023-07-07,3750000,0.0,3750000,3,2,2023-06-20,17,Heimdal Eiendomsmegling,7091,TILLER,859,4,7,1,0,63.3619,10.3898
5001-194/252/0/0,"Nyveilia 68, 7072 HEIMDAL",Selveier rekkehus,112,113,113,1980.0,0,158.8,2023-07-07,3650000,22312.0,3672312,5,4,2023-06-26,11,EIE Eiendomsmegling,7072,HEIMDAL,859,2,5,1,0,63.3517,10.365
5001-411/166/0/15,"Ulstadløkkveien 11, 7067 TRONDHEIM",Selveierleilighet,42,42,42,1911.0,3,854.1,2023-07-07,2350000,0.0,2350000,2,1,2023-06-29,8,Proaktiv,7067,TRONDHEIM,859,10,7,0,0,63.438,10.4277
5001-49/327/0/0,"Nedre Granåslia 2 D, 7047 TRONDHEIM",Selveier tomannsbolig,0,167,167,2023.0,0,304.9,2023-07-07,6990000,0.0,6990000,5,4,2023-07-07,0,Other,7047,TRONDHEIM,859,8,6,0,0,63.4204,10.4708
5001-49/326/0/0,"Nedre Granåslia 2 C, 7047 TRONDHEIM",Selveier tomannsbolig,0,167,167,2023.0,0,355.2,2023-07-07,6990000,0.0,6990000,5,4,2023-07-07,0,Other,7047,TRONDHEIM,859,8,6,0,0,63.4204,10.4708
5001-49/279/0/23,"Stokkbekken 195, 7048 TRONDHEIM",Selveierleilighet,0,37,37,2016.0,2,5983.7,2023-07-07,2750000,0.0,2750000,2,1,2023-07-07,0,Heimdal Eiendomsmegling,7048,TRONDHEIM,859,4,7,0,0,63.4122,10.4696
5001-71/183/0/0,"Nygårdsvegen 8 B, 7037 TRONDHEIM",Selveier tomannsbolig,171,204,204,1989.0,0,573.6,2023-07-07,3955000,0.0,3955000,4,2,2023-06-23,14,Eiendomsmegler 1,7037,TRONDHEIM,859,3,6,1,0,63.3941,10.4113
5001-528/41/3/0,"Ordfører Fosshodes veg 8, 7540 KLÆBU",Selveier enebolig,210,241,241,1985.0,0,924.7,2023-07-07,4060000,0.0,4060000,6,4,2023-06-28,9,Eiendomsmegler 1,7540,KLÆBU,859,3,4,1,0,63.2976,10.4826
948722208/67,"Tors veg 13 A, 7035 TRONDHEIM",Borettslagsleilighet,56,56,62,1963.0,2,17319.6,2023-07-07,2450000,512168.0,2962168,2,1,2023-07-07,0,Eiendomsmegler 1,7035,TRONDHEIM,859,3,3,1,0,63.4044,10.4198
5001-98/58/0/1,"Bøckmans veg 40 B, 7022 TRONDHEIM",Selveier tomannsbolig,144,148,148,1956.0,1,547.0,2023-07-07,4000000,0.0,4000000,6,5,2023-06-06,31,Eiendomsmegler 1,7022,TRONDHEIM,859,3,6,1,0,63.4018,10.361
948719444/145,"Olav Magnussons veg 5, 7046 TRONDHEIM",Borettslagsleilighet,73,87,0,1966.0,8,50812.7,2023-07-07,3290000,287982.0,3577982,3,2,2023-06-09,28,EIE Eiendomsmegling,7046,TRONDHEIM,859,2,3,0,0,63.4247,10.4474
5001-421/135/0/1,"Mogstads vei 5, 7020 TRONDHEIM",Selveier tomannsbolig,124,155,155,1951.0,0,1027.0,2023-07-08,6400000,0.0,6400000,5,3,2023-06-30,8,Privatmegleren,7020,TRONDHEIM,860,9,6,0,0,63.4194,10.3541
5001-421/135/0/1,"Mogstads vei 5, 7020 TRONDHEIM",Selveier tomannsbolig,124,155,155,1951.0,0,1027.0,2023-07-08,6400000,0.0,6400000,5,3,2023-06-30,8,Privatmegleren,7020,TRONDHEIM,860,9,6,0,0,63.4194,10.3541
5001-414/565/0/38,"Harald Hårfagres gate 7, 7041 TRONDHEIM",Selveierleilighet,47,48,48,2020.0,4,1832.0,2023-07-09,3510000,0.0,3510000,2,1,2023-06-10,29,Heimdal Eiendomsmegling,7041,TRONDHEIM,861,4,7,1,0,63.4449,10.4454
5001-73/272/0/36,"Sorgenfriveien 22, 7031 TRONDHEIM",Selveierleilighet,34,37,37,2020.0,2,1229.5,2023-07-10,2975000,0.0,2975000,2,1,2023-06-15,25,Meglerhuset Nylander,7031,TRONDHEIM,862,7,7,1,0,63.4068,10.401
948719444/118,"Olav Magnussons veg 5, 7046 TRONDHEIM",Borettslagsleilighet,54,59,59,1966.0,3,50812.7,2023-07-10,3090000,253881.0,3343881,2,1,2023-05-25,46,Heimdal Eiendomsmegling,7046,TRONDHEIM,862,4,3,0,0,63.4247,10.4474
5001-323/1103/0/8,"Moltmyra 3, 7091 TILLER",Selveierleilighet,60,60,65,1984.0,2,2216.9,2023-07-10,2950000,234019.0,3184019,2,1,2023-04-14,87,Heimdal Eiendomsmegling,7091,TILLER,862,4,7,1,0,63.3619,10.3898
5001-539/202/0/1,"Vårmosevegen 10, 7549 TANEM",Selveierleilighet,59,64,64,2015.0,1,564.4,2023-07-10,2700000,0.0,2700000,3,2,2023-06-02,38,Lokalmegleren,7549,TANEM,862,6,7,1,0,63.3082,10.4356
5001-49/215/0/4,"Stokkbekken 136, 7048 TRONDHEIM",Selveierleilighet,66,89,89,2017.0,2,5389.7,2023-07-10,4220000,0.0,4220000,4,2,2023-06-20,20,Meglerhuset Nylander,7048,TRONDHEIM,862,7,7,1,0,63.4122,10.4696
990958645/6,"Nedre Ila 9 B, 7018 TRONDHEIM",Borettslagsleilighet,35,35,40,1956.0,2,603.9,2023-07-10,1650000,766016.0,2416016,2,1,2023-05-13,58,Eiendomsmegler 1,7018,TRONDHEIM,862,3,3,0,0,63.429,10.3682
990189005/8,"Paul Fjermstads veg 19 D, 7052 TRONDHEIM",Borettslagsleilighet,45,48,52,1938.0,2,1288.8,2023-07-10,1950000,558002.0,2508002,2,1,2023-04-19,82,Privatmegleren,7052,TRONDHEIM,862,9,3,0,0,63.4225,10.4239
5001-83/77/0/2,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,42,42,2023.0,1,2713.0,2023-07-10,2595000,0.0,2595000,2,1,2023-07-10,0,Other,7036,TRONDHEIM,862,8,7,0,0,63.3909,10.4281
5001-83/77/0/47,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,41,41,2023.0,5,2713.0,2023-07-10,2495000,0.0,2495000,2,1,2023-07-10,0,Other,7036,TRONDHEIM,862,8,7,0,0,63.3909,10.4281
5001-83/77/0/24,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,70,70,2023.0,5,2713.0,2023-07-10,4245000,0.0,4245000,3,2,2023-07-10,0,Other,7036,TRONDHEIM,862,8,7,0,0,63.3909,10.4281
948719444/118,"Olav Magnussons veg 5, 7046 TRONDHEIM",Borettslagsleilighet,54,59,59,1966.0,3,50812.7,2023-07-10,3090000,253881.0,3343881,2,1,2023-05-25,46,Heimdal Eiendomsmegling,7046,TRONDHEIM,862,4,3,0,0,63.4247,10.4474
948658720/11,"Karl Jonssons veg 1 B, 7037 TRONDHEIM",Borettslagsleilighet,70,70,75,1961.0,3,7558.3,2023-07-10,3000000,240990.0,3240990,3,2,2023-06-21,19,Proaktiv,7037,TRONDHEIM,862,10,3,1,0,63.3941,10.4113
5001-323/2344/0/0,"Ingeborg Ofstads veg 8, 7091 TILLER",Selveier rekkehus,112,122,122,2011.0,0,139.2,2023-07-10,5290000,0.0,5290000,4,4,2023-06-30,10,Eiendomsmegler 1,7091,TILLER,862,3,5,1,0,63.3619,10.3898
5001-415/265/0/119,"Ladeveien 28, 7066 TRONDHEIM",Selveierleilighet,70,73,78,2020.0,4,2828.9,2023-07-10,5600000,0.0,5600000,4,3,2023-07-10,0,Other,7066,TRONDHEIM,862,8,7,0,0,63.442,10.4367
5001-58/389/0/11,"Dr. Sands veg 1 D, 7052 TRONDHEIM",Selveierleilighet,49,49,49,1986.0,2,2596.8,2023-07-10,3200000,0.0,3200000,2,1,2023-07-10,0,Other,7052,TRONDHEIM,862,8,7,0,0,63.4225,10.4239
5001-83/77/0/48,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,83,83,2023.0,5,2713.0,2023-07-10,5295000,0.0,5295000,4,3,2023-07-10,0,Other,7036,TRONDHEIM,862,8,7,0,0,63.3909,10.4281
5001-23/526/0/12,"Vikåsen 2 M, 7054 RANHEIM",Selveierleilighet,82,86,93,2001.0,2,2410.3,2023-07-11,3800000,0.0,3800000,3,2,2023-06-14,27,Krogsveen,7054,RANHEIM,863,5,7,1,0,63.4215,10.5451
5001-73/271/0/63,"Sorgenfriveien 18, 7031 TRONDHEIM",Selveierleilighet,71,76,76,2019.0,6,1198.1,2023-07-11,5150000,0.0,5150000,4,2,2023-06-13,28,Eiendomsmegler 1,7031,TRONDHEIM,863,3,7,0,0,63.4068,10.401
5001-178/301/0/2,"Lundåsen 63, 7089 HEIMDAL",Selveier enebolig,142,149,159,2016.0,0,1047.0,2023-07-11,5700000,0.0,5700000,5,4,2023-04-22,80,Privatmegleren,7089,HEIMDAL,863,9,4,1,0,63.3539,10.3105
5001-29/159/0/37,"Solveig Abrahamsens veg 44, 7054 RANHEIM",Selveierleilighet,0,44,44,2023.0,2,2502.0,2023-07-11,2850000,0.0,2850000,2,1,2023-07-11,0,Other,7054,RANHEIM,863,8,7,0,0,63.4215,10.5451
959108137/5,"Stabells veg 15 B, 7022 TRONDHEIM",Borettslagsleilighet,44,44,50,1961.0,1,3912.1,2023-07-11,2600000,107408.0,2707408,2,1,2023-06-30,11,Proaktiv,7022,TRONDHEIM,863,10,3,1,0,63.4018,10.361
5001-29/153/0/32,"Solveig Abrahamsens veg 26, 7054 RANHEIM",Selveierleilighet,42,46,50,2020.0,1,3096.4,2023-07-11,2790000,0.0,2790000,2,1,2023-07-04,7,Privatmegleren,7054,RANHEIM,863,9,7,0,0,63.4215,10.5451
956450365/17,"Øystein Møylas veg 16 A, 7031 TRONDHEIM",Borettslagsleilighet,71,71,71,1950.0,3,2370.2,2023-07-11,3050000,336038.0,3386038,3,2,2023-06-28,13,Eiendomsmegler 1,7031,TRONDHEIM,863,3,3,0,0,63.4068,10.401
5001-29/159/0/32,"Solveig Abrahamsens veg 44, 7054 RANHEIM",Selveierleilighet,0,59,59,2023.0,1,2502.0,2023-07-11,2600000,0.0,2600000,2,1,2023-07-11,0,Other,7054,RANHEIM,863,8,7,0,0,63.4215,10.5451
959108137/5,"Stabells veg 15 B, 7022 TRONDHEIM",Borettslagsleilighet,44,44,50,1961.0,1,3912.1,2023-07-11,2600000,107408.0,2707408,2,1,2023-06-30,11,Proaktiv,7022,TRONDHEIM,863,10,3,1,0,63.4018,10.361
950117427/240,"Kolstadtunet 4 A, 7098 SAUPSTAD",Borettslagsleilighet,50,50,54,1972.0,2,100498.6,2023-07-11,2650000,73362.0,2723362,2,1,2023-06-30,11,Eiendomsmegler 1,7098,SAUPSTAD,863,3,3,0,0,63.3689,10.3568
5001-50/370/0/0,"Angelltrøvegen 26, 7048 TRONDHEIM",Selveier tomannsbolig,83,88,96,1968.0,0,278.4,2023-07-11,4470000,75597.0,4545597,3,2,2023-07-01,10,Eiendomsmegler 1,7048,TRONDHEIM,863,3,6,1,0,63.4122,10.4696
985631433/83,"Ole Aasveds veg 2, 7049 TRONDHEIM",Borettslagsleilighet,60,60,66,2003.0,1,5748.9,2023-07-11,2225000,402185.0,2627185,3,1,2023-07-02,9,Eiendomsmegler 1,7049,TRONDHEIM,863,3,3,1,1,63.4044,10.4535
948720353/45,"Stadsing Dahls gate 10 A, 7015 TRONDHEIM",Borettslagsleilighet,70,75,79,1947.0,2,2169.8,2023-07-11,3550000,129945.0,3679945,3,2,2023-03-03,130,Heimdal Eiendomsmegling,7015,TRONDHEIM,863,4,3,0,0,63.4288,10.4221
5001-14/21/0/0,"Brøsetflata 3, 7046 TRONDHEIM",Selveier tomannsbolig,162,171,171,1959.0,0,667.8,2023-07-11,5800000,0.0,5800000,6,5,2023-05-24,48,Eiendomsmegler 1,7046,TRONDHEIM,863,3,6,1,0,63.4247,10.4474
5001-51/291/0/17,"Brøsetvegen 145 D, 7069 TRONDHEIM",Selveierleilighet,39,39,43,2005.0,3,2595.5,2023-07-11,2870000,0.0,2870000,2,1,2023-06-30,11,Eiendomsmegler 1,7069,TRONDHEIM,863,3,7,1,0,63.4154,10.4484
5001-24/432/0/91,"Horgsletta 39, 7055 RANHEIM",Selveierleilighet,47,52,52,2018.0,1,8954.4,2023-07-11,3300000,0.0,3300000,2,1,2023-06-28,13,Meglerhuset Nylander,7055,RANHEIM,863,7,7,1,0,63.43,10.5473
5001-410/686/0/61,"Dyre Halses gate 14, 7042 TRONDHEIM",Selveierleilighet,41,41,41,2007.0,5,1401.5,2023-07-11,3300000,0.0,3300000,2,1,2023-07-03,8,Eiendomsmegler 1,7042,TRONDHEIM,863,3,7,1,0,63.4364,10.4134
5001-83/77/0/25,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,89,89,2023.0,6,2713.0,2023-07-11,6595000,0.0,6595000,4,3,2023-07-11,0,Other,7036,TRONDHEIM,863,8,7,0,0,63.3909,10.4281
5001-521/223/0/3,"Sverdvegen 14 C, 7540 KLÆBU",Selveier rekkehus,87,91,100,1982.0,0,109.6,2023-07-11,3640000,0.0,3640000,4,3,2022-12-07,216,Proaktiv,7540,KLÆBU,863,10,5,0,0,63.2976,10.4826
5001-414/580/0/47,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,30,30,2023.0,4,0.0,2023-07-11,2875000,0.0,2875000,2,1,2023-07-11,0,Other,7041,TRONDHEIM,863,8,7,0,0,63.4449,10.4454
5001-414/580/0/48,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,99,99,2023.0,4,0.0,2023-07-11,8170000,0.0,8170000,4,3,2023-07-11,0,Other,7041,TRONDHEIM,863,8,7,0,0,63.4449,10.4454
5001-83/77/0/45,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,70,70,2023.0,5,2713.0,2023-07-11,4245000,0.0,4245000,3,2,2023-07-11,0,Other,7036,TRONDHEIM,863,8,7,0,0,63.3909,10.4281
5001-323/2401/0/30,"Harald Torps veg 21, 7091 TILLER",Selveierleilighet,37,40,44,2016.0,1,6854.4,2023-07-11,2550000,0.0,2550000,2,1,2023-06-20,21,DNB Eiendom,7091,TILLER,863,1,7,1,0,63.3619,10.3898
5001-83/77/0/7,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,38,38,2023.0,2,2713.0,2023-07-12,2095000,0.0,2095000,2,1,2023-07-12,0,Other,7036,TRONDHEIM,864,8,7,0,0,63.3909,10.4281
979901801/19,"Heimtrøa 28 C, 7054 RANHEIM",Borettslagsleilighet,91,95,101,1998.0,2,3181.0,2023-07-12,4270000,232440.0,4502440,4,3,2023-07-02,10,Eiendomsmegler 1,7054,RANHEIM,864,3,3,1,0,63.4215,10.5451
954872416/183,"Edgar B. Schieldrops veg 22 D, 7033 TRONDHEIM",Borettslagsleilighet,64,64,69,1973.0,3,56058.1,2023-07-12,2875000,270596.0,3145596,2,2,2023-06-22,20,Proaktiv,7033,TRONDHEIM,864,10,3,1,1,63.4022,10.4305
5001-415/268/0/12,"Ladeveien 7, 7066 TRONDHEIM",Selveierleilighet,37,40,40,2020.0,2,980.5,2023-07-12,3090000,0.0,3090000,2,1,2023-07-01,11,Heimdal Eiendomsmegling,7066,TRONDHEIM,864,4,7,0,0,63.442,10.4367
5001-97/745/0/0,"William Farres veg 10 C, 7022 TRONDHEIM",Selveier enebolig,200,206,230,1986.0,0,991.2,2023-07-12,8050000,0.0,8050000,5,5,2023-06-08,34,Privatmegleren,7022,TRONDHEIM,864,9,4,1,0,63.4018,10.361
5001-410/695/0/31,"Stadsing Dahls gate 23, 7015 TRONDHEIM",Selveierleilighet,31,31,33,2005.0,1,4371.3,2023-07-12,2550000,0.0,2550000,2,1,2023-07-05,7,EIE Eiendomsmegling,7015,TRONDHEIM,864,2,7,0,0,63.4288,10.4221
5001-521/519/0/6,"Granmovegen 16, 7540 KLÆBU",Selveierleilighet,63,68,68,2020.0,1,2190.4,2023-07-12,3100000,0.0,3100000,3,2,2023-06-30,12,Meglerhuset Nylander,7540,KLÆBU,864,7,7,1,0,63.2976,10.4826
948658909/10,"Gamle Oslovei 24, 7020 TRONDHEIM",Borettslagsleilighet,84,84,92,1958.0,2,42651.8,2023-07-12,3100000,463113.0,3563113,4,3,2023-06-14,28,Eiendomsmegler 1,7020,TRONDHEIM,864,3,3,1,1,63.4194,10.3541
5001-177/226/0/0,"Jørgen Hegstads veg 3, 7089 HEIMDAL",Selveier enebolig,175,188,188,1982.0,0,762.1,2023-07-12,6510000,0.0,6510000,5,4,2023-07-02,10,EIE Eiendomsmegling,7089,HEIMDAL,864,2,4,1,0,63.3539,10.3105
948719711/290,"Kolstadflata 29 B, 7098 SAUPSTAD",Borettslagsleilighet,78,91,91,1971.0,3,106391.2,2023-07-12,2600000,231850.0,2831850,3,2,2023-06-30,12,Eiendomsmegler 1,7098,SAUPSTAD,864,3,3,0,0,63.3689,10.3568
5001-400/123/0/5,"Vår Frue gate 8, 7013 TRONDHEIM",Selveierleilighet,42,42,42,1870.0,3,193.4,2023-07-12,3700000,51026.0,3751026,2,2,2023-07-04,8,Proaktiv,7013,TRONDHEIM,864,10,7,0,0,63.429,10.3967
5001-414/580/0/38,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,46,46,2023.0,1,0.0,2023-07-12,3470000,0.0,3470000,2,1,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
5001-414/580/0/37,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,81,81,2023.0,1,0.0,2023-07-12,5760000,0.0,5760000,4,3,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
5001-414/580/0/41,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,81,81,2023.0,2,0.0,2023-07-12,6460000,0.0,6460000,4,3,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
5001-414/580/0/42,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,78,82,82,2023.0,1,0.0,2023-07-12,6360000,0.0,6360000,4,3,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,1,0,63.4449,10.4454
5001-414/580/0/43,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,30,30,2023.0,3,0.0,2023-07-12,2990000,0.0,2990000,2,1,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
5001-324/120/0/26,"Movollen 83, 7091 TILLER",Selveierleilighet,111,124,124,2016.0,7,1981.9,2023-07-12,8250000,0.0,8250000,4,2,2022-12-30,194,Heimdal Eiendomsmegling,7091,TILLER,864,4,7,1,0,63.3619,10.3898
5001-414/580/0/39,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,30,30,30,2023.0,1,0.0,2023-07-12,3675000,0.0,3675000,2,1,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
948658909/10,"Gamle Oslovei 24, 7020 TRONDHEIM",Borettslagsleilighet,84,84,92,1958.0,2,42651.8,2023-07-12,3100000,463113.0,3563113,4,3,2023-06-14,28,Eiendomsmegler 1,7020,TRONDHEIM,864,3,3,1,1,63.4194,10.3541
5001-414/580/0/44,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,99,99,2023.0,3,0.0,2023-07-12,7445000,0.0,7445000,4,3,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
